,user,star,time,comments
478,w,5,2012-05-16,理性的思维，坚持的毅力。希望必须存在人们心中。大学的时候老师要我们看嫌太过沉重不愿触及。现在沉下心来看，过程灰暗，却让人明白许多道理。在这样经典的影片面前，言语有些笨拙，不知如何形容里面的人性，记录一下就好了
479,阿蚊,5,2012-08-12,对人生梦想噶不断追求，还有对自由噶渴望，不放弃，不抛弃，这种精神可以激励一代人~《The Shawshank Redemption》第一套令我进入电影坑的戏。
480,XL,5,2012-08-12,“有的人的羽翼是如此光辉，即使世界上最黑暗的牢狱，也无法长久地将他围困！”男人必看经典励志高分影片！每当现实令我疲惫得产生无力感，翻出这部电影，就会重获力量。
481,kid,5,2009-05-31,无冕之王，影片本身经典和品质都毋庸置疑。不过在imdb和豆瓣都高居榜首还是稍感不解
482,悉,5,2010-07-29,". First you hate them, then you get used to them. Enough time passed, you depend on them."
483,全民娱乐时代,5,2013-03-12,好吧，真是一拖再拖到现在才把它看掉，没看之前不知道剧情内容以为是何等神作。虽然剧情没怎么吸引我，但主人公的坚持与执着还是打动了我，也许这就是信念的力量吧。豆瓣上的第一神剧，已阅。
484,大吉岭半脱脂,5,2017-08-08,很好奇导演是如何面对自己这部“霸占所有电影榜单榜首”的作品的
485,summermike,5,2011-04-28,高智商的男人惹不起！！！Andy太屌了！！！老布假释后不习惯外面的社会 毕竟在监狱里呆了50年 自杀 可以想象。后来Red假释出来 幸好有Andy给他的希望 不然在狱中40年的Red也很有可能步老布的后尘。花了20年逃出去 还摆了坏人一道 真的狠屌！！！
486,仙仙美代子,5,2017-03-15,还看！我喜欢的电影
487,H.W.X,5,2009-12-31,好电影不一定要酷，不一定要制作规模超级大，不一定要节奏快，不一定要·····太多了，一部好电影
488,苏彦明,5,2015-12-01,我已经忘了是第几遍看了，从不知该怎么评价。我想，这回它提醒我，好故事之外，还需要另一些吸引人的东西。
489,赱馬觀♣,4,2009-03-31,https://www.douban.com/people/hitchitsch/status/1931575922/
490,tiny不美也不傻,5,2010-03-22,很遗憾现在才看着经典的影片，可却不得不说选了一个最佳时机，真的是有什么过不去的呢，只要自己是对的，只要坚信自己能做到，即使这里倒霉，被黑，我还是总会找到自己的定位的，是该走出来的时候了。get busy living or get basy daying
491,判官,4,2015-03-06,话说高一看的，被监狱里三个gay骚扰安迪的场面震撼住，除此之外，人性
492,M. Lemon,5,2007-12-30,"Hope is a good thing,maybe the best of things,and no good thing even dies."
493,古怪因子,5,2010-06-11,get busy living or get busy dying我下半辈子也去开个店得了140727重看
494,luer..一串字母,5,2019-07-09,忘记了第一次看这部电影是什么时候，其实一直对其印象不太深，总是在我还未获得“freeman”身份的时候吧。多年后重看，恍惚觉得伟大的作品常常会有相似的内核。人生不过是层层嵌套的围城，不得不不断地做出选择，自由在远方时最令人神往，而当你看到命运的大门上插着的钥匙时，却往往不敢去转动它。人不敢做出改变，不愿自己做选择，亚隆说做出选择意味着你亲手杀死了其他所有可能的自己，自由是沉重的，希望令人恐惧。这种沉重与恐惧，是托马斯曼的魔山，是卡夫卡的城堡，甚至也是，卧虎藏龙里玉娇龙的纵身一跳。而现实令人鼓舞的一面可能是，你并不需要是一只很特别的鸟，才有权享有自由，你也不需要爬那段500码的屎尿下水道，但很多个孤独的夜，你不妨做好准备去面对它。
495,巧克力穆森,5,2012-01-06,这是属于自由的灵魂。没有什么能将其拘禁，没有什么能将其挫败。无论他身居何处，他都能改变环境，而不是被环境改变。
496,Lucky Lee,5,2022-04-06,"监狱里的高墙实在是很有趣。刚入狱的时候，你痛恨周围的高墙；慢慢地，你习惯了生活在其中；最终你会发现自己不得不依靠它而生存。这就是体制化。

每个人都画地为牢，生活在里面。即使痛恨着、挣扎着、想要摆脱着，其实我们也享受着、经营着、离不开了。有的人离开牢笼后无法生活，有的人浑身长满了自由的羽毛，即使在牢笼里也不忘雕琢打磨使其不断灯丰盈。

我最近陷在一个怪圈里无法自我解脱，企图通过一些可笑的伎俩来转移。但是在无爱无声无时间的世界里，什么都是徒劳。如果自我和解，就能活下去。"
497,firstfq,5,2011-07-04,"hope is a good thing, may be the best of them... 当年被阿甘的风头打下去 时间沉淀为经典第一"
498,宇宙少女阿卡丽,5,2020-12-26,最喜欢安迪开着粉色敞篷车驶向阳光那一幕
499,似是故人来,5,2008-06-07,体制使你变得僵化，先是不适应，后来慢慢适应，然后你会发现你已经习惯这个体制，再也离不开它了。老布就是这个体制的牺牲品，最后他选择了上吊自杀。本片讲述的是一个自我救赎的故事，不是在体制中沉沦，就是在体制中爆发。坚持不懈、持之以恒，总将获救！
500,kidpt,5,2011-01-09,历经剧透依然能够鼓舞人心的伟大影片 希望 执著 信念 人生中永不消逝的美好事物 还有末尾的Zihuatanejo 和那片没有记忆的湛蓝的温暖的海洋
501,Winnie,5,2007-05-03,"Hope is a good thing, maybe the best of things, and no good thing ever dies."
502,_Esperanza__,4,2014-02-28,好像对于无助的老人这一形象画面的表现力大于文字。其他的话，其实比原著要差。
503,大蓝。,5,2009-04-05,“圣娜达卢”———墨西哥附近，太平洋中的一个小地方。“可知墨西哥人怎样形容太平洋吗？‘没有回忆的地方’，温暖而无回忆的地方，那将是我度过余生之地。”
504,Horrypure,5,2018-05-19,真是一部令人深思的电影，我们班主任也老早叫我们去看了。描写了许许多多的人性，真的不愧为电影界标杆
505,maggie_ma,5,2012-03-09,终于看完这部豆瓣网排第一的片子了。很不错。最关键的一个词hope。最后那个拥抱很感人。这部电影告诉我，不管前面的路有多难，坚持下去，就会有希望。当你选择一条不寻常的路时，也许周围的人会反对，劝阻，但最终的路还是自己走出来的。
506,Crazy Wen,5,2010-03-08,比原著小说更会说故事~向我们展示希望的不灭，经典中的经典。。
507,朝阳区妻夫木聪,5,2014-02-28,到现在才看这部片子，真是好看没的说。果然，经典的东西不管放到什么时候去看都不会褪色。
508,Eudaemonia,5,2008-01-24,"觉得此片好的人一般是：
1、思考过存在意义（也许只是想过为什么活着这一命题）的人；
2、思索过信仰、宗教、人与神关系的人；
3、有耐心读完整本书（非网络文学），并对未知事物有好奇心，遇到迷题有探索冲动的人；
4、处事过程并不完全靠直觉，而是尝试简单推理的人；
5、无论表面如何阳光，内"
509,YOUNG LEE,5,2010-12-26,"Hope is a good thing,maybe the best of things,and no good thing ever dies."
510,青儿,5,2009-08-03,"Shawshank,a bussness man in the world war 2,he find the humanlity through the gemany army's killing for jew,he is a hero for saving jew"
511,小唯,5,2011-02-27,Some birds are not meant to be caged.Their feathers are just too bright.
512,V_Lachesis,5,2011-05-31,"A legend of a hell escaper, never institutionalized but always as an individual, who keeps releasing the power of hope."
513,Timothy,5,2007-08-16,"故事发生在1947年，银行家安迪被指控枪杀了妻子及其情人，被判无期徙刑，这意味着他将在肖恩克监狱中渡过余生。 
　　 阿瑞1927年因谋杀罪被判无期徙刑，数次假释都未获成功。他现在已经成为肖恩克监狱中的“权威人物”，只要你付得起钱，他几乎有办法搞到任何你想要的东西：香烟，糖果，酒，甚至是大麻。每当有新囚犯来的时候，大家就赌谁会在第一个夜晚哭泣。阿瑞认为弱不禁风、书生气时足的安迪一定会哭，结果安迪的沉默使他输掉了四包烟。但同时也使阿瑞对他另眼相看。 
　　 好长时间以来，安迪不和任何人接触，在大家报怨的"
514,微千葵,4,2011-04-05,同学推荐，才开始勉强在看 我只得说 前面的沉闷全是为了最后30分钟做伏笔 最后太精彩
515,PLAYTOY,5,2009-08-04,"真的是经典…
看过小说所以知道大致情节，不然会是怎样的震撼…即使这样，还是有很多感人或震撼或沉重的情节，经典台词不胜枚举，经典桥段数不胜数…结局和原著不同，延续到两人重聚的镜头，虽然没有原著的结局开放，却是整部影片唯一的温暖色调~
这片子已经被夸到烂了，但还是……经典~~~Some birds aren't meant to be caged, that's all. Their feathers are just too bright."
516,砳砳,5,2011-01-15,hope is a good thing， maybe the best of things
517,昊月明霜,4,2011-12-20,"很不错，很震撼心灵。但是它太好了，所以嫉妒的只给4星。
另：个人认为谨慎17年andy不该在最后冒险穿一双新皮鞋从典狱长办公室回到牢房。"
518,可爱没有脑袋,5,2016-12-27,希望，是这个故事给予人们最大的美好。在最后看到那片蓝色大海顿时真的令人感动得想哭啊，非常棒的故事。
519,一青啾,5,2016-12-31,"曾经给我最昏暗的高中时期带来了曙光，从体制化到希望到救赎，每一步都是人生的经验。和当年的对手《阿甘正传》同时看的，但《肖申克的救赎》在我心中的地位是永远的第一，Get busy living, Or get busy dying"
520,ありちゃん,4,2014-11-18,高中时看过小说 不过觉得也就是一个中规中矩的大片 基本上大片在我这里最高也就是4星……感想是还是要掌握一技之长 这样到哪儿都饿不死=。=
521,drunkenstain,5,2009-11-25,最精彩的是安迪自我救赎部分，很励志，鼓励人最不能失去的是希望，“不然就真的被着黑暗社会改造了
522,塔拉胡,4,2018-12-08,「监狱里的高墙实在是很有趣。刚入狱的时候，你痛恨周围的高墙；慢慢地，你习惯了生活在其中；最终你会发现自己不得不依靠它而生存。」好莱坞电影的母题，自由与英雄主义。
523,小月丰er,5,2010-02-11,电影是很好的，但总的来说我认为应该是好在了故事里的精心布局到最后出人意料的结局，而不是整个片子的各个方面。不管怎么说，还是激动人心的，应该得到五星
524,十一,5,2016-12-18,还是要靠自己
525,Dreamer-Echo,5,2009-08-23,看这部电影的时候 还是两张碟版的vcd 情节却让人过目不忘 且不断回味 可算是 神作 了
526,天外飞梨,4,2017-04-03,坚强的人只能救赎自己，伟大的人才能拯救他人。
527,无敌的我 @ 头发快点长,4,2015-01-22,"我只是想说，学好一门技能是多么重要啊T.T无论你是被关小黑屋了还是越狱了。。""Brook was here"" ""So was Ned"" 虽然Andy并没“到此一游过”，3人代表了3种对“希望”的态度，Ned成为了Brook和Andy的平衡点，大多数人都是Ned一样的普通人，对希望既有绝望的时候，又有绝地逢生的时候。"
528,悲哀的亡灵,4,2013-10-17,谁也不会否认本片的优秀，可我就是认为本片是最名过其实的电影之一
529,16MAX,5,2011-06-08,"""Keep busy living ,or get busy dying.""  !!!"
530,Woicon,5,2012-01-07,他有一种闲庭信步的优雅，无论他身居何处。那是一种自我的信念，让所有外界添加的一切变得微不足道。
531,2006-03-19加入,5,2012-05-23,没想到是斯蒂芬·金的片子！
532,TOWNE,4,2012-01-27,“Fear can hold you prisoner，hope can set you free。”
533,听风是雨,5,2018-02-25,看的时候其实还小，你说看出啥内涵的东西真的没有，但是看的时候很爽就给个五星吧，我就是如此肤浅！
534,halrepublic,1,2014-08-08,肖申克的救赎火的奇怪，就像曼德拉的死亡一样，莫名其妙就火了。这电影糟糕的就像汤姆大叔的小屋，充满了刻意，飘中曾经以南方人的口吻讽刺这本“著作”。肖申克的救赎，救赎，redemption，redemption，有没有点某“闪人”宗教意味？
535,Tweezlexhkdhj,5,2011-11-19,当时 是和我爸 我弟一起看的 直看到半夜 被震撼了好久好久~
536,Jane,5,2011-05-20,"1。知识就是力量
2。电影名字让我这么多年都提不起兴趣看。。。"
537,汤圆,5,2011-11-18,本人最爱的电影，注意，是最，没有之一。至少看过5遍，看着画面我几乎能背台词。每当失望、绝望、想放弃、觉得自己很苦逼很悲催的时候，我总会想到这部电影，也总会想到安迪，于是又重新振作起来。感谢这部电影，不知多少次伴我坦然面对一切的不顺。
538,丽塔,5,2009-03-07,因为看了这部，觉得就没必要看《越狱》了。老觉得《越狱》肯定会让我失望的。
539,C.,5,2010-12-18,这是对于“希望”与“勇气”的最好诠释。这个社会就是个Shawshank Prison，我们已经被驯化了，按时工作、生活、睡觉、听从指示…… 我们也无从知道这堵高墙外面是什么了。       每年看一次，每次都会有新的体会。
540,Matzka,5,2009-08-08,很久很久以前看的 大概是03还是04年 非常喜欢 那时还没有越狱电视版 唯一想说的是由于电视版越狱的商业价值的成功 人们才把这部电影拿出台面来看让我非常失望 希望真正爱看电影的人好好享受这部作品 不要拿它和越狱比较
541,小核桃,5,2006-06-20,"no matter what's wrong,happy ending..."
542,Vivian-gel,5,2014-01-28,It s a cool movie. Cool cool cool.
543,薇羅尼卡,5,2006-02-04,很棒的片子，演员好，编剧好，没的说。
544,打道,5,2009-09-07,前面也许看着有点沉闷，但是当你坚持看完之后你才会发现，哇，多么优美的一部电影啊
545,U Thant,5,2011-04-15,一部看了之后就一直想看下去的电影 监狱这个可怕的地方 可以改变人类的性情 不能出来的人 想方设法的想要获得自由 逃离这个地方 而能够离开的人 却无法再适应外面的生活 不知道自己还能做什么 这就是人性的矛盾所在
546,過期貓糧,5,2020-01-23,他被困在后悔和自责的囚笼中，却一直没有放弃寻找解脱之道。这正是我应该学习的地方，不然等到那个告诉我无罪的声音叫醒我时，想逃也逃不出去了。
547,天上掉下夏洛克,3,2018-09-15,"好看的，我也非常喜欢。但过誉了。
——高二班主任在班上放，又看了一遍。从头至尾的高饱和度的旁白，使观者处在事件之外的位置，过分冷静，不是最合适的叙事角度。一整场满满的符号称得上妙绝，仅仅在与国内教育制度关联时，就能产生许多本土的、私人的解读，显示出其普通性，这大概是其誉满内地的原因。与《大红灯笼高高挂》相反，这是个体抵抗制度的驯服并反将制度摧毁的fairytale，可以对比来看东西方人生观念的差异。比较其他方面的中规中矩，想给予剧本（文本太好）最多的赞赏。重看减分。"
548,工口君,5,2011-12-10,起初你讨厌它（监狱），然后你逐渐习惯它，足够的时间后你开始依赖它，这就是体制化.
549,想我说yes,5,2011-07-05,很励志的电影，其中也有浓浓的温情。但是我感觉 在我心中 教父 才是最经典的
550,那山那云那月,5,2011-07-17,"Red reading a note left by Andy: Remember, Red, hope is good thing, mabye the best of things. And no good thing ever dies."
551,熊,5,2007-06-30,"Get busy living， or get busy dying.
Some birds aren't meant to be caged. Their feathers are just too bright."
552,teamoon,4,2018-01-05,为数不多的几部不论看多少遍都不会快进的经典，每一个细节都充满惊喜
553,否定先森,5,2012-09-03,面对如此惨淡的人生需要万分的勇气和毅力，突然想到一句话，成功的人都是孤独的，但有颗强大的内心，纵使前途万般苦难，总有希望在指引着自己前进！不被所谓的“体制化”所改变，否则即便脱离了体制化的环境也摆脱不了内心的脆弱。
554,z先森,5,2011-01-03,当看到安迪跟red说起自己如果出狱后想做什么时，可能我们都只当那是安迪的空想，一厢情愿的想想美好的愿望罢了，美国监狱与太平洋彼岸的自由，但结果来得很凶猛，芝华塔尼欧、海边、小船，安迪都将这些实现了。安迪在给red的信中说道，希望是好事，也许是人间至善，而美好的事永不消逝。
555,法爷就是Faye,5,2009-08-31,在绝境中 有人妥协 有人抵抗 有人看似妥协却始终不放弃内心的期望  希望、坚持与智慧让一切禁锢的东西变成推动力。人生往后，心若不死，必有蓝天。
556,Fionn,4,2010-04-03,希望是好的。面对生活的不幸，能够勇敢地活下去本身就是一种幸，继而改变那份不幸，自我救赎。
557,hhj,5,2010-01-22,闲来无事，又看了一遍《肖申克的救赎》，这回是国语配音的。我想为什么它在那年的奥斯卡没有斩获什么大奖。。。可能它就是照着斯蒂芬·金的小说描绘了一遍，改动也很少，如果观众先前已读过小说，就不会“刺激1995”了。
558,De Ajacied,4,2013-01-15,"Hope is a good thing, maybe the best of things. And no good thing ever dies."
559,天蝎小猪,5,2008-02-06,希望就是一切...忙著去活！
560,月涩,4,2017-01-10,经典中的经典！
561,K桑,5,2012-04-28,我给满分不是因为他们获得了自由，而是这部电影本身的观念即世上无难事，只怕有心人。
562,xwy315,5,2010-10-03,可能是推荐这部片的人太多了吧，如果有4星半就好了。
563,鼻哥,5,2013-10-03,How beautiful Pacific ocean is! Prisons always tell people a lot. Maybe this is why directors love this topic. Also can find nothing to stick an intelligent man. Poor Brooks. But happy ending.
564,我不告诉你,5,2011-05-13,"在学校看了两遍,和同学一起把所有的台词,起承转合都讨论了一遍。片中所有出现过的每一个角色都值得人思考，在人物细节处理上做得非常成功，尽管很多桥段深入推敲就显过分完美和毫无道理可言，但丝毫不破坏主角光环下的人格魅力。只能说当一个人达到某种境界时，连老天爷都会帮他。"
565,品客,4,2007-05-19,"挺棒的,但不至于那么喜欢."
566,Miss,5,2010-07-18,无法形容看完此片的心情 感动 喜悦 痛快 沉思...  还有一行泪流过面颊 伴随我扬起淡淡的嘴角
567,无忌ll,5,2012-09-03,HOPE IS A GOOD THING MAYBE THE BEST OF THINGS. AND NO GOOD THING EVER DIES.
568,kobie,4,2009-02-22,至于嘛，IMDB得分第一，豆瓣就一定是第一？15万人中77%的人打五星？
569,ᝰꫛꪮꪮꫜ,5,2022-04-05,一直没有看这部电影因为没有等到时机，今天就是最好的时机，困于谷底，寄人篱下，小心翼翼的忍耐，忙于活着，等待闪电的夜晚。
570,夏天好好味🍉,5,2012-10-27,后续好多片子的前瞻  请永远怀揣希望  哪怕自己创造
571,大鱼,5,2007-01-10,...Hope is a good thing...Maybe  is the best of things......
572,一人独往,4,2017-04-13,回顾那一段经典台词：“有的人的羽翼是如此光辉，即使世界上最黑暗的牢狱，也无法长久地将他围困！”
573,Germany,5,2012-01-04,竟然忘了给这电影打分啊。。挺喜欢结局啊，所以四星啦。。大家不要盲目跟风啊。。
574,黑稻子,4,2007-01-13,说实话，给我的震撼没有传说中那么强烈，但就电影来说，他做得已经足够多了
575,Icarus,5,2009-08-20,"这片子一定得经历了些东西才能看懂，千人眼中有千个哈姆雷特不是么
安迪至少救赎了2个人倒是不错的"
576,小乙,5,2010-10-15,一直想海报这招其实监狱长自己不也用了相似的吗。另外，海报后墙里藏尸啦白夜行里的独自爬行啦某些基情啦……无聊发散= =。
577,静,5,2020-06-14,整个片子其实都很平静，即使背景是在监狱里，艾迪有一种无风的海面的感觉，但能感受到那平静的海面下，令人震叹蓄势待发的力量，因为那份对自由的充满希望让整个压抑的氛围都被赶走了
578,Katrina,5,2012-01-07,如果说越狱已然是神作，那么这部基本就是原型的电影怎么说？海报破开那一刻，老天都该被震撼了吧。
579,德拉库拉拉,4,2008-07-21,8/9.2(340187) #3 始终没有再看的欲望
580,飞扬,5,2012-05-25,在任何时候，任何情况下，都没人可以剥夺内心的希望！
581,#瞬间收藏家#,5,2007-07-15,你我他，我们都已经、正在，或者即将被体制化。
582,亲爱的我呀,5,2010-05-16,Get busy living or get busy dying
583,虾米芸豆,5,2012-09-17,在美国的时候，我就特好奇，他们不是说福利很好的么，怎么沃尔玛里面坐着很多老爷爷，然后大宝就给我看这个电影了...
584,Andrew,5,2011-08-05,第一次看的时候没什么感觉，第二次看的时候忽然有些触动。看完第三次，真心觉得这部电影为影史上的经典，当之无愧。
585,光与影,5,2008-03-13,一定要看！！什么是真的毅力？你的那些失败算什么？要努力，没什么做不成的
586,禾禾子,-,,故事发生在1947年，银行家安迪因为妻子有婚外情，酒醉后本想用枪杀了妻子和她的情人，但是他没有下手，巧合的是那晚有人枪杀了他妻子和她情人，他被指控谋杀，被判无期徒刑，这意味着他将在肖申克监狱渡过余生。
587,Wheat,5,2011-12-09,一場鋃鐺的入獄，一段不堪的記憶。赫赫有名的銀行家卻因出軌妻子的死而含冤終身監禁，在監獄中受盡淩辱，卻能憑藉自身的優勢混得風生水起。可再瀟灑那裏終是監獄，沒有自由，而一切的安慰也不過靠著幫那些所謂的政府官員逃稅獲得。終於有證據卻走不出去，只能靠自己完成一場人性的救贖！
588,喵~嗷,4,2009-08-08,没有期望中的那样精彩，或许没有感悟到其中精华所在？不过，希望，真的不是危险，是这世上最美好的东西。电影的最后一幕，让人感动。
589,好似匹脱肛野马,5,2009-01-14,Some birds aren't meant to be caged. Their feathers are just too bright.
590,Quaximodo,5,2021-04-27,自由是什么， 是一种希望的延续。
591,sally,5,2011-07-18,top1的片子，看完有种畅快的感觉。《越狱》有抄袭嫌疑。
592,语然小语,5,2012-03-26,结尾好一厢情愿啊！最经典的是那个洞和上帝的那句话
593,风向未来吹去,5,2007-12-26,经典到爆！关于自由，关于体制化，关于信念，关于坚持，此生有它就值了！
594,流浪的精灵,5,2010-11-24,你心里有梦想吗？你愿意为了实现梦想而隐忍付出几十年吗？
595,=_=秋叶,5,2010-09-24,最喜欢Andy逃出监狱迎着大雨纵情释放的一幕。有的鸟儿永远关不住，因为他们的羽毛太美丽，是指Andy这种高智商高情商才华横溢并且有毅力的人，至少不是我
596,MC  long,5,2010-12-24,这是一部直敲心灵的  电影~  Hope Is A good thing，maybe the best thing in the world
597,小明上树,5,2010-04-17,“这些墙很有趣。刚入狱的时候，你痛恨周围的高墙；慢慢地，你习惯了生活在其中；最终你会发现自己不得不依靠它而生存。这就叫体制化。”
598,小Ｗαｙ,5,2012-07-03,确实是神片，有时候当我们适应了环境，我们却成为了环境的奴隶，像是玻璃缸里游动的金鱼。
599,Soc,5,2012-12-07,好激动~~~太好看了~~~虽然题材好像不太能震撼我，但拍摄手法演员演技导演剪辑叙述节奏都太太棒了~~最后看到安迪在雨中我好想哭~
